,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
261,B0_2221,34,9,3,66,10892.0,29,98,685,122,3,3,1,366,3,4,244,366,3,0.0,0
262,B0_2320,34,9,1,107,,42,155,730,507,4,3,2,432,4,5,310,432,4,0.0,0
263,B0_322,34,8,6,52,7255.0,29,98,608,430,17,1,2,1661,23,26,10015,2167,23,6.0,0
264,B0_460,34,7,3,106,6608.0,42,21,689,419,42,0,3,4895,46,45,39544,5241,46,4.0,0
265,B0_493,34,6,6,124,,42,21,391,136,34,25,9,3787,42,42,33677,4365,42,8.0,0
266,B0_586,34,9,1,48,111.0,42,27,226,172,21,0,5,2292,23,24,16147,2450,23,2.0,0
267,B0_688,34,6,1,7,,42,21,400,284,24,20,2,4372,31,33,13095,4808,31,6.0,0
268,B0_746,34,8,1,200,996.0,42,21,15,586,7,0,2,716,11,10,1979,1030,11,4.0,0
269,B0_760,34,7,1,200,1501.0,42,97,423,326,23,3,11,2042,29,29,7939,2520,29,6.0,0
270,B0_864,34,7,6,114,,42,140,72,487,0,0,0,0,0,0,0,0,0,0.0,0
271,B0_897,34,7,1,7,,42,21,400,284,0,0,0,0,0,0,0,0,0,0.0,0
272,B0_961,34,6,5,118,324.0,42,13,250,53,0,0,0,0,0,0,0,0,0,0.0,0
273,M0_107,35,9,1,7,7314.0,29,98,382,582,39,0,3,3240,45,45,35301,3722,45,6.0,1
274,M0_108,35,9,1,7,7314.0,29,98,382,582,39,0,2,3240,45,45,35301,3722,45,6.0,1
275,M0_110,35,11,3,7,,7,105,148,582,18,0,2,2102,20,21,20976,2252,20,2.0,1
276,M0_123,35,11,3,200,652.0,29,98,889,593,15,1,5,1635,21,17,2640,2073,21,6.0,1
277,M0_124,35,11,3,200,652.0,29,98,889,593,21,1,5,2367,29,26,3801,2957,29,8.0,1
278,M0_127,35,9,3,200,646.0,29,98,889,593,12,1,5,1340,16,12,964,1622,16,4.0,1
279,M0_135,35,11,3,200,652.0,29,98,889,593,19,1,5,2223,25,20,2868,2661,25,6.0,1
280,M0_137,35,11,3,200,652.0,29,98,889,593,18,1,5,2157,24,22,2996,2595,24,6.0,1
281,M0_148,35,11,3,200,652.0,29,98,889,593,19,1,5,2223,25,22,2996,2661,25,6.0,1
282,M0_152,35,11,3,200,652.0,29,98,889,593,23,1,5,2864,31,25,3773,3454,31,8.0,1
283,M0_165,35,8,1,148,,46,55,412,399,15,1,2,1850,21,23,2970,2302,21,6.0,1
284,B0_1029,35,9,1,103,,24,40,834,541,0,0,0,0,0,0,0,0,0,0.0,0
285,B0_1148,35,8,3,189,4685.0,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
286,B0_1299,35,8,6,211,,42,27,367,200,0,0,0,0,0,0,0,0,0,0.0,0
287,B0_144,35,6,5,118,324.0,29,98,368,286,22,15,8,1527,24,25,1928,1699,24,2.0,0
288,B0_183,35,8,3,136,,42,155,730,507,21,1,4,2435,25,25,39924,2715,25,4.0,0
289,B0_194,35,9,5,115,324.0,42,21,417,143,49,10,6,2961,53,61,38255,3261,53,4.0,0
290,B0_2026,35,9,6,200,39362.0,45,142,362,260,4,3,2,420,4,4,244,420,4,0.0,0
291,B0_2067,35,7,6,200,,42,90,427,434,3,3,1,366,3,4,244,366,3,0.0,0
292,B0_2087,35,9,3,7,,42,13,836,324,4,3,2,432,4,6,372,432,4,0.0,0
293,B0_2144,35,10,6,2,,42,21,255,360,10,9,4,756,10,12,861,756,10,0.0,0
294,B0_2156,35,7,3,138,14462.0,7,105,243,545,8,6,6,696,8,5,306,696,8,0.0,0
295,B0_2270,35,9,3,7,,29,98,889,593,4,4,2,432,4,6,372,432,4,0.0,0
296,B0_2295,35,8,3,136,,42,155,730,507,21,12,12,1446,21,24,1788,1446,21,0.0,0
297,B0_2319,35,7,4,73,289.0,15,98,461,370,5,4,3,474,5,6,364,474,5,0.0,0
298,B0_308,35,6,5,115,324.0,42,114,552,215,23,8,5,3087,29,27,19078,3535,29,6.0,0
299,B0_337,35,7,3,106,38115.0,42,21,689,419,45,3,7,3507,49,46,42286,3857,49,4.0,0
300,B0_385,35,8,3,136,,42,155,730,507,37,0,3,3263,43,42,52720,3697,43,6.0,0
301,B0_461,35,9,3,148,,29,98,708,515,12,2,6,1258,16,17,1862,1542,16,4.0,0
302,B0_573,35,9,1,124,,42,21,599,428,44,40,6,6945,56,51,26115,7849,56,12.0,0
303,B0_717,35,7,3,106,8813.0,42,21,689,419,41,6,4,4769,45,42,69898,5119,45,4.0,0
304,B0_739,35,8,1,7,1002.0,1,15,14,231,32,5,8,2965,36,39,37146,3279,36,4.0,0
305,B0_807,35,7,6,7,16875.0,42,90,133,34,0,0,0,0,0,0,0,0,0,0.0,0
306,B0_82,35,8,3,136,,42,155,730,507,27,1,5,2771,31,33,36261,3051,31,4.0,0
307,B0_9,35,7,4,7,330.0,29,98,61,199,16,9,8,1275,18,23,2306,1423,18,2.0,0
308,B0_965,35,6,6,124,,42,21,391,136,0,0,0,0,0,0,0,0,0,0.0,0
309,B0_971,35,8,1,7,1002.0,1,15,14,231,0,0,0,0,0,0,0,0,0,0.0,0
310,M0_121,36,10,3,200,655.0,29,98,889,593,208,18,9,20074,228,216,270752,21646,228,20.0,1
311,M0_129,36,11,3,200,655.0,29,98,889,593,7,1,5,466,11,10,822,760,11,4.0,1
312,M0_131,36,11,3,200,655.0,29,98,889,593,17,1,7,1770,23,17,2579,2210,23,6.0,1
313,M0_133,36,9,3,200,646.0,29,98,889,593,11,1,4,1266,15,12,966,1554,15,4.0,1
314,M0_134,36,11,3,200,655.0,29,98,889,593,21,1,5,2359,29,23,3542,2951,29,8.0,1
315,M0_157,36,11,3,200,655.0,29,98,889,593,19,1,5,2227,27,23,3612,2819,27,8.0,1
316,M0_169,36,8,1,148,,46,55,412,399,6,0,4,372,8,10,703,520,8,2.0,1
317,B0_1042,36,8,1,200,10133.0,42,21,15,586,0,0,0,0,0,0,0,0,0,0.0,0
318,B0_1049,36,8,5,115,324.0,29,98,673,30,0,0,0,0,0,0,0,0,0,0.0,0
319,B0_1277,36,7,1,217,,42,52,867,23,0,0,0,0,0,0,0,0,0,0.0,0
320,B0_1306,36,6,1,217,1108.0,42,21,749,480,0,0,0,0,0,0,0,0,0,0.0,0
321,B0_1359,36,7,5,115,324.0,42,32,156,268,0,0,0,0,0,0,0,0,0,0.0,0
322,B0_1363,36,7,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
323,B0_197,36,8,1,200,,9,178,840,334,18,2,8,1432,20,27,2113,1572,20,2.0,0
324,B0_200,36,8,3,7,,21,111,122,590,14,10,6,1096,16,19,1294,1246,16,2.0,0
325,B0_2101,36,7,3,200,,42,21,627,57,3,3,1,366,3,4,244,366,3,0.0,0
326,B0_2250,36,8,1,202,,29,98,409,185,2,2,1,276,2,3,184,276,2,0.0,0
327,B0_2260,36,8,3,199,,42,21,107,71,5,3,3,498,5,7,438,498,5,0.0,0
328,B0_2290,36,8,1,59,,42,114,10,11,5,3,2,474,5,5,306,474,5,0.0,0
329,B0_290,36,8,5,148,,29,98,49,485,18,2,6,1706,22,19,2165,1994,22,4.0,0
330,B0_305,36,7,6,7,19879.0,42,21,711,434,61,7,6,6100,65,79,123896,6388,65,4.0,0
331,B0_366,36,8,3,193,,42,21,107,71,85,73,9,7506,91,96,107416,7962,91,6.0,0
332,B0_444,36,7,5,115,324.0,29,98,805,570,8,0,2,784,10,11,16959,958,10,2.0,0
333,B0_445,36,8,6,104,,29,98,697,347,22,8,4,2680,28,19,7746,3172,28,6.0,0
334,B0_474,36,6,4,77,210.0,29,98,849,394,3,0,1,466,5,6,668,640,5,2.0,0
335,B0_487,36,7,1,148,3326.0,42,21,764,196,14,7,5,1060,16,18,5214,1234,16,2.0,0
336,B0_60,36,7,4,18,293.0,42,137,208,145,12,0,4,1331,16,13,4860,1631,16,4.0,0
337,B0_69,36,7,4,35,231.0,29,98,854,408,7,0,2,730,9,11,1284,870,9,2.0,0
338,B0_701,36,7,3,7,11418.0,42,9,593,407,17,0,4,2319,21,21,14373,2615,21,4.0,0
339,B0_809,36,8,1,41,,29,98,365,161,0,0,0,0,0,0,0,0,0,0.0,0
340,B0_952,36,8,3,7,,41,142,537,368,0,0,0,0,0,0,0,0,0,0.0,0
341,B0_990,36,7,3,106,11692.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
342,M0_101,37,10,3,7,,10,116,808,541,49,0,1,3505,51,53,66214,3657,51,2.0,1
343,M0_115,37,9,7,11,296.0,42,56,276,17,2,0,2,128,4,5,407,276,4,2.0,1
344,M0_16,37,9,1,200,162.0,9,168,857,376,1,0,1,66,3,4,404,206,3,2.0,1
345,M0_176,37,11,1,7,,29,98,725,134,44,2,10,5009,50,50,40316,5511,50,6.0,1
346,M0_179,37,10,1,200,,9,173,728,567,12,0,2,1961,16,14,2991,2245,16,4.0,1
347,M0_60,37,9,4,7,188.0,29,98,889,593,19,0,6,1525,21,13,1363,1667,21,2.0,1
348,B0_1008,37,7,6,46,,7,20,173,283,0,0,0,0,0,0,0,0,0,0.0,0
349,B0_1167,37,7,1,23,6062.0,42,27,322,340,0,0,0,0,0,0,0,0,0,0.0,0
350,B0_1196,37,7,4,77,219.0,42,79,102,395,0,0,0,0,0,0,0,0,0,0.0,0
351,B0_1204,37,9,1,7,1002.0,1,15,14,231,0,0,0,0,0,0,0,0,0,0.0,0
352,B0_1219,37,10,6,7,14109.0,42,27,393,282,0,0,0,0,0,0,0,0,0,0.0,0
353,B0_1316,37,8,5,115,324.0,42,100,741,528,0,0,0,0,0,0,0,0,0,0.0,0
354,B0_1398,37,9,6,207,,42,21,884,587,0,0,0,0,0,0,0,0,0,0.0,0
355,B0_1402,37,8,6,148,,42,27,154,257,0,0,0,0,0,0,0,0,0,0.0,0
356,B0_2056,37,9,6,38,8022.0,42,27,46,44,23,5,8,1674,23,11,696,1674,23,0.0,0
357,B0_2093,37,9,6,200,32441.0,45,142,362,260,11,10,7,834,11,14,882,834,11,0.0,0
358,B0_2116,37,7,1,3,7891.0,42,58,392,318,6,5,2,540,6,8,535,540,6,0.0,0
359,B0_2143,37,8,1,124,,42,21,599,428,4,2,2,408,4,5,328,408,4,0.0,0
360,B0_2230,37,8,3,7,1840.0,42,21,74,591,8,5,5,648,8,11,739,648,8,0.0,0
361,B0_2277,37,8,1,51,12768.0,29,98,219,344,6,4,3,540,6,6,474,540,6,0.0,0
362,B0_361,37,7,3,233,,42,90,831,268,4,0,3,268,6,6,557,444,6,2.0,0
363,B0_386,37,9,4,7,,29,98,889,593,31,7,12,2531,37,35,14050,3005,37,6.0,0
364,B0_450,37,7,6,124,,42,21,391,136,27,23,1,3355,33,35,31623,3781,33,6.0,0
365,B0_457,37,8,3,200,,42,13,263,204,44,0,4,3767,48,48,129181,4079,48,4.0,0
366,B0_476,37,8,1,200,4297.0,42,103,745,10,16,1,6,1607,22,18,1690,2055,22,6.0,0
367,B0_59,37,9,3,200,,31,72,230,173,15,6,7,1283,17,15,2201,1425,17,2.0,0
368,B0_593,37,9,1,124,,42,21,473,422,21,0,4,1643,23,31,21144,1797,23,2.0,0
369,B0_646,37,8,6,221,135444.0,42,90,332,365,68,6,7,5207,70,88,247488,5345,70,2.0,0
370,B0_677,37,9,6,2,616.0,42,21,255,360,18,5,10,2248,26,28,3605,2890,26,8.0,0
371,B0_777,37,8,6,49,6944.0,42,13,135,97,0,0,0,0,0,0,0,0,0,0.0,0
372,B0_946,37,8,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
373,B0_947,37,7,3,106,7783.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
374,M0_120,38,10,4,17,337.0,7,105,153,531,14,4,6,888,14,5,316,888,14,0.0,1
375,M0_151,38,11,3,200,661.0,29,98,889,593,22,1,5,2813,30,27,3916,3409,30,8.0,1
376,M0_42,38,9,1,24,2516.0,42,146,460,341,15,0,2,2342,21,15,7249,2806,21,6.0,1
377,M0_43,38,9,1,24,2516.0,42,146,460,341,19,1,3,2594,25,25,7997,3058,25,6.0,1
378,M0_90,38,10,4,229,215.0,29,98,270,181,7,0,2,734,9,9,1097,880,9,2.0,1
379,B0_1019,38,9,1,27,4397.0,42,58,587,424,0,0,0,0,0,0,0,0,0,0.0,0
380,B0_1030,38,8,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
381,B0_109,38,8,1,15,,29,98,481,350,18,0,1,1458,20,20,19623,1616,20,2.0,0
382,B0_1100,38,8,3,148,,42,97,95,516,0,0,0,0,0,0,0,0,0,0.0,0
383,B0_1224,38,8,6,200,39740.0,45,142,362,260,0,0,0,0,0,0,0,0,0,0.0,0
384,B0_127,38,9,6,7,68067.0,42,67,349,334,19,0,3,1851,23,23,15551,2143,23,4.0,0
385,B0_1289,38,10,3,7,40299.0,41,98,261,114,0,0,0,0,0,0,0,0,0,0.0,0
386,B0_1329,38,9,1,7,,42,21,484,489,0,0,0,0,0,0,0,0,0,0.0,0
387,B0_1349,38,8,6,124,,42,21,760,468,0,0,0,0,0,0,0,0,0,0.0,0
388,B0_1365,38,9,6,207,,42,21,884,587,0,0,0,0,0,0,0,0,0,0.0,0
389,B0_1387,38,8,4,17,345.0,42,21,469,445,0,0,0,0,0,0,0,0,0,0.0,0
390,B0_1403,38,7,5,115,324.0,42,85,29,497,0,0,0,0,0,0,0,0,0,0.0,0
391,B0_1404,38,9,3,106,3916.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
392,B0_184,38,8,1,124,1819.0,42,21,333,221,39,25,11,5509,47,45,25776,6115,47,8.0,0
393,B0_2011,38,7,1,124,34.0,29,98,241,400,7,7,3,618,7,9,562,618,7,0.0,0
394,B0_2118,38,8,3,7,,42,65,145,453,13,13,9,1002,13,16,1012,1002,13,0.0,0
395,B0_2138,38,7,3,7,1172.0,42,90,381,223,4,3,2,432,4,4,244,432,4,0.0,0
396,B0_2213,38,6,5,115,324.0,29,98,742,365,6,6,3,540,6,8,539,540,6,0.0,0
397,B0_2274,38,8,3,136,,42,85,758,461,3,2,2,330,3,5,306,330,3,0.0,0
398,B0_246,38,7,3,124,24087.0,2,88,282,428,8,0,3,786,12,9,968,1106,12,4.0,0
399,B0_295,38,9,6,2,618.0,42,21,255,360,46,17,7,5306,54,42,39325,5906,54,8.0,0
400,B0_34,38,8,1,124,6746.0,29,98,590,583,35,8,14,3072,41,31,9718,3506,41,6.0,0
401,B0_360,38,8,5,115,324.0,42,143,514,307,23,7,7,1967,29,24,6542,2417,29,6.0,0
402,B0_37,38,7,5,115,324.0,2,88,744,455,13,7,7,1068,15,13,1006,1216,15,2.0,0
403,B0_41,38,6,6,7,9555.0,3,98,793,559,23,5,9,2823,27,21,15940,3153,27,4.0,0
404,B0_428,38,6,3,134,,42,35,866,391,58,40,3,8165,66,77,54909,8787,66,8.0,0
405,B0_441,38,8,3,7,1840.0,42,21,74,591,23,12,8,3099,27,28,7395,3439,27,4.0,0
406,B0_464,38,10,6,120,4929.0,28,98,596,429,16,0,5,1927,20,20,8052,2219,20,4.0,0
407,B0_496,38,8,6,70,12400.0,42,35,227,218,16,0,3,1879,22,20,8768,2307,22,6.0,0
408,B0_536,38,9,3,87,42952.0,42,35,539,471,35,30,2,4047,41,53,54041,4497,41,6.0,0
409,B0_624,38,7,1,23,,42,27,322,340,20,0,3,1578,24,24,20606,1890,24,4.0,0
410,B0_721,38,7,3,106,,42,21,689,419,42,20,4,4268,50,40,40666,4998,50,8.0,0
411,B0_737,38,9,3,124,,29,98,889,593,288,279,10,20749,294,431,1058608,21187,294,6.0,0
412,B0_813,38,8,6,148,,42,21,378,363,0,0,0,0,0,0,0,0,0,0.0,0
413,B0_90,38,7,3,106,7868.0,42,21,689,419,44,0,4,5064,50,42,35677,5586,50,6.0,0
414,B0_914,38,9,4,33,220.0,42,21,838,421,0,0,0,0,0,0,0,0,0,0.0,0
415,B0_918,38,7,3,106,7797.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
416,B0_927,38,9,5,148,,42,13,49,485,0,0,0,0,0,0,0,0,0,0.0,0
417,M0_141,39,13,3,200,637.0,29,98,889,593,4,0,4,264,4,6,388,264,4,0.0,1
418,M0_144,39,11,3,200,640.0,29,98,889,593,11,1,4,1266,15,12,960,1548,15,4.0,1
419,M0_145,39,11,3,200,640.0,29,98,889,593,26,5,8,2329,32,25,4850,2759,32,6.0,1
420,M0_150,39,11,3,200,661.0,29,98,889,593,20,0,6,2328,26,26,3285,2772,26,6.0,1
421,M0_44,39,9,1,24,2516.0,42,146,460,341,20,0,2,2976,26,23,7783,3440,26,6.0,1
422,M0_91,39,10,4,229,216.0,29,98,270,181,8,0,1,809,12,11,1321,1101,12,4.0,1
423,B0_1009,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
424,B0_1050,39,7,3,28,256306.0,2,96,815,572,0,0,0,0,0,0,0,0,0,0.0,0
425,B0_1061,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
426,B0_1065,39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
427,B0_1079,39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
428,B0_1084,39,9,6,216,,29,98,18,571,0,0,0,0,0,0,0,0,0,0.0,0
429,B0_1099,39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
430,B0_1108,39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
431,B0_1161,39,8,4,7,404.0,42,159,384,296,0,0,0,0,0,0,0,0,0,0.0,0
432,B0_1174,39,9,3,200,,42,13,668,175,0,0,0,0,0,0,0,0,0,0.0,0
433,B0_1176,39,8,6,215,,42,35,149,63,0,0,0,0,0,0,0,0,0,0.0,0
434,B0_1178,39,8,4,107,,42,155,730,507,0,0,0,0,0,0,0,0,0,0.0,0
435,B0_1198,39,7,3,106,7472.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
436,B0_1210,39,8,3,70,3063.0,38,98,150,130,0,0,0,0,0,0,0,0,0,0.0,0
437,B0_1234,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
438,B0_125,39,6,6,124,,42,21,391,136,30,26,1,3521,36,37,33021,3947,36,6.0,0
439,B0_1252,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
440,B0_1279,39,7,6,7,12985.0,42,24,228,212,0,0,0,0,0,0,0,0,0,0.0,0
441,B0_1285,39,8,6,200,,42,110,668,148,0,0,0,0,0,0,0,0,0,0.0,0
442,B0_1300,39,8,3,106,9352.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
443,B0_1338,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
444,B0_1344,39,7,3,7,,42,90,51,188,0,0,0,0,0,0,0,0,0,0.0,0
445,B0_138,39,8,6,145,,42,21,168,95,61,52,4,7271,71,68,60586,8017,71,10.0,0
446,B0_1380,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
447,B0_1384,39,10,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
448,B0_155,39,8,3,200,,14,98,719,355,8,0,2,1059,12,11,1506,1361,12,4.0,0
449,B0_19,39,8,6,145,,42,21,168,95,16,7,3,2241,22,20,6701,2683,22,6.0,0
450,B0_195,39,8,6,145,,42,21,168,95,64,48,8,6413,72,68,58285,7005,72,8.0,0
451,B0_2004,39,8,6,145,,42,21,168,95,2,2,1,276,2,4,244,276,2,0.0,0
452,B0_2052,39,8,6,145,,42,21,168,95,16,6,4,1224,16,4,244,1224,16,0.0,0
453,B0_2079,39,8,6,145,,42,21,168,95,34,24,7,5528,34,22,7472,5528,34,0.0,0
454,B0_2103,39,8,6,145,,42,21,168,95,6,2,3,492,6,3,184,492,6,0.0,0
455,B0_2121,39,8,6,145,,42,21,168,95,5,3,2,498,5,7,438,498,5,0.0,0
456,B0_2136,39,8,3,7,9050.0,29,98,889,593,22,9,9,1560,22,18,1334,1560,22,0.0,0
457,B0_2160,39,8,6,145,,42,21,168,95,22,9,10,1524,22,11,702,1524,22,0.0,0
458,B0_2179,39,8,6,145,,42,21,168,95,2,2,1,276,2,4,246,276,2,0.0,0
459,B0_2193,39,9,6,2,620.0,42,21,255,360,3,3,1,366,3,5,306,366,3,0.0,0
460,B0_2202,39,8,6,145,,42,21,168,95,18,7,11,1308,18,16,1030,1308,18,0.0,0
461,B0_2241,39,9,1,6,889.0,29,98,175,123,10,4,5,816,10,7,436,816,10,0.0,0
462,B0_2244,39,9,1,200,1502.0,42,108,814,431,8,4,6,684,8,12,762,684,8,0.0,0
463,B0_2269,39,9,3,7,,29,98,889,593,4,3,2,420,4,5,310,420,4,0.0,0
464,B0_2284,39,10,3,148,,29,98,889,593,3,3,1,366,3,4,244,366,3,0.0,0
465,B0_2285,39,10,6,148,,42,13,62,266,12,5,5,912,12,4,244,912,12,0.0,0
466,B0_2291,39,7,4,7,340.0,7,105,529,238,11,5,5,894,11,10,634,894,11,0.0,0
467,B0_2297,39,9,6,145,,42,21,168,95,9,8,6,714,9,11,788,714,9,0.0,0
468,B0_233,39,9,6,145,,42,21,168,95,25,11,4,3771,33,32,11756,4385,33,8.0,0
469,B0_253,39,8,1,7,1002.0,1,15,14,231,10,2,7,927,14,20,2926,1241,14,4.0,0
470,B0_273,39,8,6,145,,42,21,168,95,23,6,10,2679,29,26,7080,3121,29,6.0,0
471,B0_345,39,7,1,148,,29,98,324,484,28,6,13,2721,30,29,15626,2879,30,2.0,0
472,B0_356,39,9,6,145,,42,21,168,95,63,54,5,6884,73,70,57005,7630,73,10.0,0
473,B0_389,39,7,6,28,431.0,24,40,468,371,9,0,1,865,11,12,19264,1045,11,2.0,0
474,B0_392,39,9,1,200,1500.0,42,108,814,431,40,11,12,6028,46,46,20061,6502,46,6.0,0
475,B0_393,39,8,6,145,,42,21,168,95,44,36,6,5129,52,68,59068,5721,52,8.0,0
476,B0_471,39,9,1,124,1819.0,42,21,333,221,38,33,1,6419,48,47,29141,7171,48,10.0,0
477,B0_480,39,6,1,209,,26,127,292,250,71,67,7,7582,79,73,82537,8282,79,8.0,0
478,B0_50,39,8,5,115,324.0,38,136,588,435,12,6,9,1063,14,16,1287,1213,14,2.0,0
479,B0_523,39,8,1,230,,42,174,466,294,24,13,8,2750,30,32,9290,3190,30,6.0,0
480,B0_606,39,9,5,148,,42,13,49,485,23,17,8,1970,27,26,2183,2262,27,4.0,0
481,B0_61,39,8,6,145,,42,21,168,95,69,60,5,8450,81,80,68036,9350,81,12.0,0
482,B0_631,39,9,6,145,,42,21,168,95,64,56,5,7076,74,71,63630,7822,74,10.0,0
483,B0_632,39,10,3,36,8507.0,42,13,567,324,13,3,7,1313,17,18,1612,1605,17,4.0,0
484,B0_644,39,9,6,145,,42,21,168,95,62,50,5,6269,70,65,54988,6861,70,8.0,0
485,B0_666,39,10,6,145,,42,21,168,95,57,49,5,5951,65,64,56509,6543,65,8.0,0
486,B0_710,39,9,1,214,121211.0,42,39,413,119,35,0,2,3234,38,38,129083,3384,38,2.0,0
487,B0_742,39,8,6,145,,42,21,168,95,60,51,4,6503,69,66,58109,7095,69,8.0,0
488,B0_795,39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
489,B0_820,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
490,B0_830,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
491,B0_839,39,8,1,137,,42,58,613,428,0,0,0,0,0,0,0,0,0,0.0,0
492,B0_841,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
493,B0_85,39,8,6,145,,42,21,168,95,66,56,7,8252,78,77,61807,9152,78,12.0,0
494,B0_854,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
495,B0_865,39,9,3,7,58.0,30,117,811,551,0,0,0,0,0,0,0,0,0,0.0,0
496,B0_870,39,8,3,17,1007.0,30,117,666,205,0,0,0,0,0,0,0,0,0,0.0,0
497,B0_876,39,7,3,142,,12,98,34,573,0,0,0,0,0,0,0,0,0,0.0,0
498,B0_900,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
499,B0_902,39,8,6,145,,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
500,B0_915,39,9,1,217,,7,130,298,191,0,0,0,0,0,0,0,0,0,0.0,0
501,B0_948,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
502,B0_988,39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0.0,0
503,M0_126,40,13,3,200,637.0,29,98,889,593,12,1,5,1340,16,12,964,1622,16,4.0,1
504,M0_139,40,13,3,200,640.0,29,98,889,593,12,1,4,1325,18,14,2091,1749,18,6.0,1
505,M0_143,40,13,3,200,643.0,29,98,889,593,11,1,4,1266,15,12,960,1548,15,4.0,1
506,M0_158,40,11,3,200,667.0,29,98,889,593,21,1,5,2383,29,25,3786,2983,29,8.0,1
507,M0_160,40,11,3,200,667.0,29,98,889,593,19,1,5,2243,25,22,3021,2691,25,6.0,1
508,M0_39,40,10,6,7,3016.0,29,98,889,593,11,0,2,1285,17,18,2462,1741,17,6.0,1
509,M0_45,40,9,1,24,2516.0,42,146,460,341,19,0,2,2610,25,22,7715,3074,25,6.0,1
510,B0_1011,40,9,3,8,,42,169,140,401,0,0,0,0,0,0,0,0,0,0.0,0
511,B0_1017,40,9,3,193,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
512,B0_1033,40,7,3,106,7283.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
513,B0_1075,40,10,6,144,12513.0,42,13,128,74,0,0,0,0,0,0,0,0,0,0.0,0
514,B0_1116,40,7,3,7,13183.0,42,21,392,538,0,0,0,0,0,0,0,0,0,0.0,0
515,B0_1142,40,7,3,106,6222.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
516,B0_116,40,9,3,7,7942.0,42,21,330,441,8,0,2,1016,12,14,1612,1324,12,4.0,0
517,B0_1195,40,7,6,124,,7,105,556,8,0,0,0,0,0,0,0,0,0,0.0,0
518,B0_1228,40,9,6,148,,42,24,584,363,0,0,0,0,0,0,0,0,0,0.0,0
519,B0_1244,40,8,4,148,,13,11,743,322,0,0,0,0,0,0,0,0,0,0.0,0
520,B0_1311,40,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0.0,0
521,B0_1383,40,12,3,7,3013.0,42,21,355,495,0,0,0,0,0,0,0,0,0,0.0,0
522,B0_1415,40,11,6,200,,42,90,427,434,0,0,0,0,0,0,0,0,0,0.0,0
523,B0_2010,40,10,3,166,4692.0,42,21,107,71,7,4,3,630,7,5,310,630,7,0.0,0
524,B0_2034,40,7,3,106,9433.0,42,21,689,419,3,3,1,366,3,5,306,366,3,0.0,0
525,B0_2068,40,9,3,179,,42,21,107,71,14,12,5,1092,14,4,244,1092,14,0.0,0
526,B0_2148,40,9,5,115,324.0,42,93,432,252,3,3,1,366,3,5,306,366,3,0.0,0
