URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
36,8,3,199,,42,21,107,71,5,3,3,498,5,7,438,498,5,0,0
36,8,1,59,,42,114,10,11,5,3,2,474,5,5,306,474,5,0,0
36,8,5,148,,29,98,49,485,18,2,6,1706,22,19,2165,1994,22,4,0
36,7,6,7,19879,42,21,711,434,61,7,6,6100,65,79,123896,6388,65,4,0
36,8,3,193,,42,21,107,71,85,73,9,7506,91,96,107416,7962,91,6,0
36,7,5,115,324,29,98,805,570,8,0,2,784,10,11,16959,958,10,2,0
36,8,6,104,,29,98,697,347,22,8,4,2680,28,19,7746,3172,28,6,0
36,6,4,77,210,29,98,849,394,3,0,1,466,5,6,668,640,5,2,0
36,7,1,148,3326,42,21,764,196,14,7,5,1060,16,18,5214,1234,16,2,0
36,7,4,18,293,42,137,208,145,12,0,4,1331,16,13,4860,1631,16,4,0
36,7,4,35,231,29,98,854,408,7,0,2,730,9,11,1284,870,9,2,0
36,7,3,7,11418,42,9,593,407,17,0,4,2319,21,21,14373,2615,21,4,0
36,8,1,41,,29,98,365,161,0,0,0,0,0,0,0,0,0,0,0
36,8,3,7,,41,142,537,368,0,0,0,0,0,0,0,0,0,0,0
36,7,3,106,11692,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
37,10,3,7,,10,116,808,541,49,0,1,3505,51,53,66214,3657,51,2,1
37,9,7,11,296,42,56,276,17,2,0,2,128,4,5,407,276,4,2,1
37,9,1,200,162,9,168,857,376,1,0,1,66,3,4,404,206,3,2,1
37,11,1,7,,29,98,725,134,44,2,10,5009,50,50,40316,5511,50,6,1
37,10,1,200,,9,173,728,567,12,0,2,1961,16,14,2991,2245,16,4,1
37,9,4,7,188,29,98,889,593,19,0,6,1525,21,13,1363,1667,21,2,1
37,7,6,46,,7,20,173,283,0,0,0,0,0,0,0,0,0,0,0
37,7,1,23,6062,42,27,322,340,0,0,0,0,0,0,0,0,0,0,0
37,7,4,77,219,42,79,102,395,0,0,0,0,0,0,0,0,0,0,0
37,9,1,7,1002,1,15,14,231,0,0,0,0,0,0,0,0,0,0,0
37,10,6,7,14109,42,27,393,282,0,0,0,0,0,0,0,0,0,0,0
37,8,5,115,324,42,100,741,528,0,0,0,0,0,0,0,0,0,0,0
37,9,6,207,,42,21,884,587,0,0,0,0,0,0,0,0,0,0,0
37,8,6,148,,42,27,154,257,0,0,0,0,0,0,0,0,0,0,0
37,9,6,38,8022,42,27,46,44,23,5,8,1674,23,11,696,1674,23,0,0
37,9,6,200,32441,45,142,362,260,11,10,7,834,11,14,882,834,11,0,0
37,7,1,3,7891,42,58,392,318,6,5,2,540,6,8,535,540,6,0,0
37,8,1,124,,42,21,599,428,4,2,2,408,4,5,328,408,4,0,0
37,8,3,7,1840,42,21,74,591,8,5,5,648,8,11,739,648,8,0,0
37,8,1,51,12768,29,98,219,344,6,4,3,540,6,6,474,540,6,0,0
37,7,3,233,,42,90,831,268,4,0,3,268,6,6,557,444,6,2,0
37,9,4,7,,29,98,889,593,31,7,12,2531,37,35,14050,3005,37,6,0
37,7,6,124,,42,21,391,136,27,23,1,3355,33,35,31623,3781,33,6,0
37,8,3,200,,42,13,263,204,44,0,4,3767,48,48,129181,4079,48,4,0
37,8,1,200,4297,42,103,745,10,16,1,6,1607,22,18,1690,2055,22,6,0
37,9,3,200,,31,72,230,173,15,6,7,1283,17,15,2201,1425,17,2,0
37,9,1,124,,42,21,473,422,21,0,4,1643,23,31,21144,1797,23,2,0
37,8,6,221,135444,42,90,332,365,68,6,7,5207,70,88,247488,5345,70,2,0
37,9,6,2,616,42,21,255,360,18,5,10,2248,26,28,3605,2890,26,8,0
37,8,6,49,6944,42,13,135,97,0,0,0,0,0,0,0,0,0,0,0
37,8,1,124,1819,42,21,333,221,0,0,0,0,0,0,0,0,0,0,0
37,7,3,106,7783,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
38,10,4,17,337,7,105,153,531,14,4,6,888,14,5,316,888,14,0,1
38,11,3,200,661,29,98,889,593,22,1,5,2813,30,27,3916,3409,30,8,1
38,9,1,24,2516,42,146,460,341,15,0,2,2342,21,15,7249,2806,21,6,1
38,9,1,24,2516,42,146,460,341,19,1,3,2594,25,25,7997,3058,25,6,1
38,10,4,229,215,29,98,270,181,7,0,2,734,9,9,1097,880,9,2,1
38,9,1,27,4397,42,58,587,424,0,0,0,0,0,0,0,0,0,0,0
38,8,1,124,1819,42,21,333,221,0,0,0,0,0,0,0,0,0,0,0
38,8,1,15,,29,98,481,350,18,0,1,1458,20,20,19623,1616,20,2,0
38,8,3,148,,42,97,95,516,0,0,0,0,0,0,0,0,0,0,0
38,8,6,200,39740,45,142,362,260,0,0,0,0,0,0,0,0,0,0,0
38,9,6,7,68067,42,67,349,334,19,0,3,1851,23,23,15551,2143,23,4,0
38,10,3,7,40299,41,98,261,114,0,0,0,0,0,0,0,0,0,0,0
38,9,1,7,,42,21,484,489,0,0,0,0,0,0,0,0,0,0,0
38,8,6,124,,42,21,760,468,0,0,0,0,0,0,0,0,0,0,0
38,9,6,207,,42,21,884,587,0,0,0,0,0,0,0,0,0,0,0
38,8,4,17,345,42,21,469,445,0,0,0,0,0,0,0,0,0,0,0
38,7,5,115,324,42,85,29,497,0,0,0,0,0,0,0,0,0,0,0
38,9,3,106,3916,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
38,8,1,124,1819,42,21,333,221,39,25,11,5509,47,45,25776,6115,47,8,0
38,7,1,124,34,29,98,241,400,7,7,3,618,7,9,562,618,7,0,0
38,8,3,7,,42,65,145,453,13,13,9,1002,13,16,1012,1002,13,0,0
38,7,3,7,1172,42,90,381,223,4,3,2,432,4,4,244,432,4,0,0
38,6,5,115,324,29,98,742,365,6,6,3,540,6,8,539,540,6,0,0
38,8,3,136,,42,85,758,461,3,2,2,330,3,5,306,330,3,0,0
38,7,3,124,24087,2,88,282,428,8,0,3,786,12,9,968,1106,12,4,0
38,9,6,2,618,42,21,255,360,46,17,7,5306,54,42,39325,5906,54,8,0
38,8,1,124,6746,29,98,590,583,35,8,14,3072,41,31,9718,3506,41,6,0
38,8,5,115,324,42,143,514,307,23,7,7,1967,29,24,6542,2417,29,6,0
38,7,5,115,324,2,88,744,455,13,7,7,1068,15,13,1006,1216,15,2,0
38,6,6,7,9555,3,98,793,559,23,5,9,2823,27,21,15940,3153,27,4,0
38,6,3,134,,42,35,866,391,58,40,3,8165,66,77,54909,8787,66,8,0
38,8,3,7,1840,42,21,74,591,23,12,8,3099,27,28,7395,3439,27,4,0
38,10,6,120,4929,28,98,596,429,16,0,5,1927,20,20,8052,2219,20,4,0
38,8,6,70,12400,42,35,227,218,16,0,3,1879,22,20,8768,2307,22,6,0
38,9,3,87,42952,42,35,539,471,35,30,2,4047,41,53,54041,4497,41,6,0
38,7,1,23,,42,27,322,340,20,0,3,1578,24,24,20606,1890,24,4,0
38,7,3,106,,42,21,689,419,42,20,4,4268,50,40,40666,4998,50,8,0
38,9,3,124,,29,98,889,593,288,279,10,20749,294,431,1058608,21187,294,6,0
38,8,6,148,,42,21,378,363,0,0,0,0,0,0,0,0,0,0,0
38,7,3,106,7868,42,21,689,419,44,0,4,5064,50,42,35677,5586,50,6,0
38,9,4,33,220,42,21,838,421,0,0,0,0,0,0,0,0,0,0,0
38,7,3,106,7797,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
38,9,5,148,,42,13,49,485,0,0,0,0,0,0,0,0,0,0,0
39,13,3,200,637,29,98,889,593,4,0,4,264,4,6,388,264,4,0,1
39,11,3,200,640,29,98,889,593,11,1,4,1266,15,12,960,1548,15,4,1
39,11,3,200,640,29,98,889,593,26,5,8,2329,32,25,4850,2759,32,6,1
39,11,3,200,661,29,98,889,593,20,0,6,2328,26,26,3285,2772,26,6,1
39,9,1,24,2516,42,146,460,341,20,0,2,2976,26,23,7783,3440,26,6,1
39,10,4,229,216,29,98,270,181,8,0,1,809,12,11,1321,1101,12,4,1
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,7,3,28,256306,2,96,815,572,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,9,6,216,,29,98,18,571,0,0,0,0,0,0,0,0,0,0,0
39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,4,7,404,42,159,384,296,0,0,0,0,0,0,0,0,0,0,0
39,9,3,200,,42,13,668,175,0,0,0,0,0,0,0,0,0,0,0
39,8,6,215,,42,35,149,63,0,0,0,0,0,0,0,0,0,0,0
39,8,4,107,,42,155,730,507,0,0,0,0,0,0,0,0,0,0,0
39,7,3,106,7472,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
39,8,3,70,3063,38,98,150,130,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,6,6,124,,42,21,391,136,30,26,1,3521,36,37,33021,3947,36,6,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,7,6,7,12985,42,24,228,212,0,0,0,0,0,0,0,0,0,0,0
39,8,6,200,,42,110,668,148,0,0,0,0,0,0,0,0,0,0,0
39,8,3,106,9352,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,7,3,7,,42,90,51,188,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,61,52,4,7271,71,68,60586,8017,71,10,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,10,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,3,200,,14,98,719,355,8,0,2,1059,12,11,1506,1361,12,4,0
39,8,6,145,,42,21,168,95,16,7,3,2241,22,20,6701,2683,22,6,0
39,8,6,145,,42,21,168,95,64,48,8,6413,72,68,58285,7005,72,8,0
39,8,6,145,,42,21,168,95,2,2,1,276,2,4,244,276,2,0,0
39,8,6,145,,42,21,168,95,16,6,4,1224,16,4,244,1224,16,0,0
39,8,6,145,,42,21,168,95,34,24,7,5528,34,22,7472,5528,34,0,0
39,8,6,145,,42,21,168,95,6,2,3,492,6,3,184,492,6,0,0
39,8,6,145,,42,21,168,95,5,3,2,498,5,7,438,498,5,0,0
39,8,3,7,9050,29,98,889,593,22,9,9,1560,22,18,1334,1560,22,0,0
39,8,6,145,,42,21,168,95,22,9,10,1524,22,11,702,1524,22,0,0
39,8,6,145,,42,21,168,95,2,2,1,276,2,4,246,276,2,0,0
39,9,6,2,620,42,21,255,360,3,3,1,366,3,5,306,366,3,0,0
39,8,6,145,,42,21,168,95,18,7,11,1308,18,16,1030,1308,18,0,0
39,9,1,6,889,29,98,175,123,10,4,5,816,10,7,436,816,10,0,0
39,9,1,200,1502,42,108,814,431,8,4,6,684,8,12,762,684,8,0,0
39,9,3,7,,29,98,889,593,4,3,2,420,4,5,310,420,4,0,0
39,10,3,148,,29,98,889,593,3,3,1,366,3,4,244,366,3,0,0
39,10,6,148,,42,13,62,266,12,5,5,912,12,4,244,912,12,0,0
39,7,4,7,340,7,105,529,238,11,5,5,894,11,10,634,894,11,0,0
39,9,6,145,,42,21,168,95,9,8,6,714,9,11,788,714,9,0,0
39,9,6,145,,42,21,168,95,25,11,4,3771,33,32,11756,4385,33,8,0
39,8,1,7,1002,1,15,14,231,10,2,7,927,14,20,2926,1241,14,4,0
39,8,6,145,,42,21,168,95,23,6,10,2679,29,26,7080,3121,29,6,0
39,7,1,148,,29,98,324,484,28,6,13,2721,30,29,15626,2879,30,2,0
39,9,6,145,,42,21,168,95,63,54,5,6884,73,70,57005,7630,73,10,0
39,7,6,28,431,24,40,468,371,9,0,1,865,11,12,19264,1045,11,2,0
39,9,1,200,1500,42,108,814,431,40,11,12,6028,46,46,20061,6502,46,6,0
39,8,6,145,,42,21,168,95,44,36,6,5129,52,68,59068,5721,52,8,0
39,9,1,124,1819,42,21,333,221,38,33,1,6419,48,47,29141,7171,48,10,0
39,6,1,209,,26,127,292,250,71,67,7,7582,79,73,82537,8282,79,8,0
39,8,5,115,324,38,136,588,435,12,6,9,1063,14,16,1287,1213,14,2,0
39,8,1,230,,42,174,466,294,24,13,8,2750,30,32,9290,3190,30,6,0
39,9,5,148,,42,13,49,485,23,17,8,1970,27,26,2183,2262,27,4,0
39,8,6,145,,42,21,168,95,69,60,5,8450,81,80,68036,9350,81,12,0
39,9,6,145,,42,21,168,95,64,56,5,7076,74,71,63630,7822,74,10,0
39,10,3,36,8507,42,13,567,324,13,3,7,1313,17,18,1612,1605,17,4,0
39,9,6,145,,42,21,168,95,62,50,5,6269,70,65,54988,6861,70,8,0
39,10,6,145,,42,21,168,95,57,49,5,5951,65,64,56509,6543,65,8,0
39,9,1,214,121211,42,39,413,119,35,0,2,3234,38,38,129083,3384,38,2,0
39,8,6,145,,42,21,168,95,60,51,4,6503,69,66,58109,7095,69,8,0
39,9,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,1,137,,42,58,613,428,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,66,56,7,8252,78,77,61807,9152,78,12,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,9,3,7,58,30,117,811,551,0,0,0,0,0,0,0,0,0,0,0
39,8,3,17,1007,30,117,666,205,0,0,0,0,0,0,0,0,0,0,0
39,7,3,142,,12,98,34,573,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,29,98,889,593,0,0,0,0,0,0,0,0,0,0,0
39,9,1,217,,7,130,298,191,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
39,8,6,145,,42,21,168,95,0,0,0,0,0,0,0,0,0,0,0
40,13,3,200,637,29,98,889,593,12,1,5,1340,16,12,964,1622,16,4,1
40,13,3,200,640,29,98,889,593,12,1,4,1325,18,14,2091,1749,18,6,1
40,13,3,200,643,29,98,889,593,11,1,4,1266,15,12,960,1548,15,4,1
40,11,3,200,667,29,98,889,593,21,1,5,2383,29,25,3786,2983,29,8,1
40,11,3,200,667,29,98,889,593,19,1,5,2243,25,22,3021,2691,25,6,1
40,10,6,7,3016,29,98,889,593,11,0,2,1285,17,18,2462,1741,17,6,1
40,9,1,24,2516,42,146,460,341,19,0,2,2610,25,22,7715,3074,25,6,1
40,9,3,8,,42,169,140,401,0,0,0,0,0,0,0,0,0,0,0
40,9,3,193,,42,21,107,71,0,0,0,0,0,0,0,0,0,0,0
40,7,3,106,7283,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
40,10,6,144,12513,42,13,128,74,0,0,0,0,0,0,0,0,0,0,0
40,7,3,7,13183,42,21,392,538,0,0,0,0,0,0,0,0,0,0,0
40,7,3,106,6222,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
40,9,3,7,7942,42,21,330,441,8,0,2,1016,12,14,1612,1324,12,4,0
40,7,6,124,,7,105,556,8,0,0,0,0,0,0,0,0,0,0,0
40,9,6,148,,42,24,584,363,0,0,0,0,0,0,0,0,0,0,0
40,8,4,148,,13,11,743,322,0,0,0,0,0,0,0,0,0,0,0
40,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0,0
40,12,3,7,3013,42,21,355,495,0,0,0,0,0,0,0,0,0,0,0
40,11,6,200,,42,90,427,434,0,0,0,0,0,0,0,0,0,0,0
40,10,3,166,4692,42,21,107,71,7,4,3,630,7,5,310,630,7,0,0
40,7,3,106,9433,42,21,689,419,3,3,1,366,3,5,306,366,3,0,0
40,9,3,179,,42,21,107,71,14,12,5,1092,14,4,244,1092,14,0,0
40,9,5,115,324,42,93,432,252,3,3,1,366,3,5,306,366,3,0,0
40,8,3,39,11590,42,97,528,310,156,17,12,23383,162,206,295213,23877,162,6,0
40,9,4,7,230,42,27,698,477,5,3,3,486,5,4,244,486,5,0,0
40,6,6,124,,29,98,391,136,12,4,8,924,12,10,642,924,12,0,0
40,7,1,112,618,2,153,665,446,24,6,4,1784,26,27,23886,1950,26,2,0
40,8,1,124,,42,63,757,549,17,3,9,1394,19,20,12358,1546,19,2,0
40,9,6,216,,29,98,18,571,16,11,2,2272,20,26,16035,2576,20,4,0
40,9,6,2,622,42,21,255,360,8,1,3,1088,14,13,2036,1524,14,6,0
40,9,1,59,,42,67,620,457,21,0,2,2021,23,25,26799,2165,23,2,0
40,6,5,115,324,42,114,742,365,22,0,2,1724,24,26,38477,1886,24,2,0
40,7,6,124,,7,105,556,8,76,9,7,8268,84,88,117625,8898,84,8,0
40,6,1,217,1108,29,98,229,140,15,10,4,1166,19,19,1626,1538,19,4,0
40,9,6,223,,42,21,340,239,26,1,3,4229,30,36,32381,4517,30,4,0
40,9,3,118,63279,42,103,844,142,56,4,8,4551,60,59,67881,4843,60,4,0
40,8,1,7,15240,29,98,87,150,8,4,1,1325,12,12,2833,1637,12,4,0
40,9,6,7,65993,42,67,349,334,24,0,9,2112,28,29,16019,2404,28,4,0
40,7,1,124,1819,42,21,333,221,48,41,9,6057,56,54,15706,6657,56,8,0
40,8,1,200,,42,155,823,195,16,5,5,1615,20,23,25358,1931,20,4,0
40,8,3,200,15363,42,90,827,369,20,5,9,2948,24,27,5557,3248,24,4,0
40,6,4,124,411,42,137,311,2,14,1,3,1981,20,19,6759,2497,20,6,0
40,7,3,106,38119,42,21,689,419,38,1,3,2995,44,37,41717,3531,44,6,0
40,9,1,148,,42,85,253,135,0,0,0,0,0,0,0,0,0,0,0
40,9,6,201,,42,35,636,507,0,0,0,0,0,0,0,0,0,0,0
40,7,3,106,6498,42,21,689,419,0,0,0,0,0,0,0,0,0,0,0
40,9,6,2,622,42,21,255,360,0,0,0,0,0,0,0,0,0,0,0
41,13,3,200,643,29,98,889,593,9,0,3,1142,13,12,1991,1430,13,4,1
41,11,3,200,670,29,98,889,593,15,1,5,1653,21,19,2798,2103,21,6,1
41,10,1,24,2516,42,146,460,341,24,0,2,4034,30,26,12486,4498,30,6,1
41,11,3,131,27103,4,98,889,593,22,0,3,2316,26,28,31378,2640,26,4,1
41,10,4,229,218,29,98,270,181,7,0,1,737,11,10,1162,1047,11,4,1
41,6,4,200,318,29,98,387,73,8,0,2,1089,14,13,1977,1601,14,6,0
41,8,6,200,,42,110,668,148,0,0,0,0,0,0,0,0,0,0,0
41,8,6,7,65473,42,67,349,334,0,0,0,0,0,0,0,0,0,0,0
41,9,3,217,,42,119,842,586,0,0,0,0,0,0,0,0,0,0,0
41,8,5,115,324,15,181,498,191,0,0,0,0,0,0,0,0,0,0,0
41,10,6,230,,42,90,271,533,0,0,0,0,0,0,0,0,0,0,0
41,9,3,188,,42,21,107,71,0,0,0,0,0,2,124,0,0,0,0
41,9,3,166,,42,21,107,71,3,3,1,366,3,4,244,366,3,0,0
41,9,1,7,,42,71,446,390,7,5,5,630,7,7,442,630,7,0,0
41,9,3,7,7065,42,13,726,494,5,3,3,576,6,8,522,576,6,0,0
41,7,1,235,10588,42,35,664,357,20,0,2,1895,22,24,13792,2055,22,2,0
41,8,3,7,,30,115,888,461,8,0,1,1078,12,12,1532,1390,12,4,0
41,9,3,161,,42,21,107,71,34,27,3,4891,42,37,37001,5499,42,8,0
41,7,4,7,281,42,114,863,170,18,0,3,1868,22,23,18348,2202,22,4,0
41,8,5,118,324,42,52,715,207,10,3,5,1202,14,16,1335,1500,14,4,0
41,8,3,7,,21,98,822,371,34,11,4,3699,40,38,27522,4153,40,6,0
41,8,3,7,,42,148,426,301,26,0,8,2657,30,35,34427,2991,30,4,0
41,10,4,7,13,42,13,768,513,8,3,8,552,8,5,420,552,8,0,0
41,8,3,136,,42,155,730,507,40,12,6,3079,44,53,38924,3359,44,4,0
41,8,1,205,,29,98,195,78,1,0,1,54,1,2,124,54,1,0,0
41,10,6,230,,42,90,271,533,10,1,4,1198,16,16,2763,1616,16,6,0
41,9,1,7,,2,126,397,286,101,41,5,10813,110,101,142735,11423,110,8,0
41,10,3,8,9817,15,57,119,518,0,0,0,0,0,0,0,0,0,0,0
41,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0,0
41,9,1,200,,14,98,407,276,0,0,0,0,0,0,0,0,0,0,0
42,13,3,200,646,29,98,889,593,7,1,5,466,11,10,822,760,11,4,1
42,11,3,200,673,29,98,889,593,18,1,4,2185,24,21,2969,2637,24,6,1
42,11,3,200,673,29,98,889,593,18,1,5,2185,24,21,2969,2637,24,6,1
42,10,6,210,,29,98,789,593,15,0,3,2124,17,20,12884,2270,17,2,1
42,10,1,24,2516,42,146,460,341,24,0,2,4035,30,25,12416,4499,30,6,1
42,10,1,24,2516,42,146,460,341,25,0,2,4101,31,28,12614,4565,31,6,1
42,10,1,24,2516,42,146,460,341,23,0,2,3969,29,24,12354,4433,29,6,1
42,10,1,24,2516,42,146,460,341,25,0,2,4101,31,28,12614,4565,31,6,1
42,8,1,7,895,42,13,738,505,15,0,6,1980,19,17,5911,2334,19,4,1
42,7,6,83,,42,35,462,143,51,11,7,4601,57,55,45279,5103,57,6,0
42,8,6,76,,19,53,653,101,0,0,0,0,0,0,0,0,0,0,0
42,7,6,210,,7,16,302,517,0,0,0,0,0,0,0,0,0,0,0
42,10,3,200,,42,13,677,160,0,0,0,0,0,0,0,0,0,0,0
42,8,3,7,7289,7,105,138,562,0,0,0,0,0,0,0,0,0,0,0
42,8,3,76,4974,7,125,548,377,0,0,0,0,0,0,0,0,0,0,0
42,10,6,148,,42,13,62,266,0,0,0,0,0,0,0,0,0,0,0
42,9,3,184,4691,42,21,107,71,0,0,0,0,0,0,0,0,0,0,0
42,8,6,207,,42,21,884,587,0,0,0,0,0,0,0,0,0,0,0
42,11,3,200,,42,13,830,482,0,0,0,0,0,0,0,0,0,0,0
42,10,1,124,1819,42,21,333,221,0,0,0,0,0,0,0,0,0,0,0
42,9,1,200,1505,42,108,814,431,0,0,0,0,0,0,0,0,0,0,0
42,9,3,7,7509,29,98,214,165,7,0,2,985,13,12,1496,1433,13,6,0
42,9,1,8,5127,42,21,717,348,4,3,2,432,4,5,310,432,4,0,0
42,7,1,7,,42,49,269,26,6,4,4,528,6,8,612,528,6,0,0
42,9,3,200,,29,98,449,212,6,5,2,540,6,7,473,540,6,0,0
42,8,3,200,,2,82,670,558,5,3,3,498,5,6,376,498,5,0,0
42,9,5,124,324,29,98,75,232,8,8,3,636,8,6,364,636,8,0,0
42,8,3,7,,41,142,537,368,33,0,5,2706,37,35,41737,2982,37,4,0
42,8,3,28,2766,29,98,657,498,33,4,9,3088,41,34,12104,3720,41,8,0
42,8,6,124,,42,21,391,136,28,20,2,2780,32,36,27390,3064,32,4,0
42,9,1,7,,2,126,397,286,15,6,10,950,17,18,1327,1110,17,2,0
42,7,6,234,,42,45,561,223,19,15,3,2864,23,26,10465,3168,23,4,0
42,9,3,36,10561,21,2,112,390,15,4,4,1540,19,21,25529,1844,19,4,0
42,9,3,36,8769,34,101,617,322,5,0,3,334,7,6,412,474,7,2,0
42,7,3,106,12608,42,21,689,419,71,9,13,7856,77,68,82332,8384,77,6,0
42,9,5,115,324,42,21,417,143,29,14,15,2767,33,27,3550,3073,33,4,0
42,8,3,28,94,2,88,295,509,14,0,3,1102,16,8,1015,1248,16,2,0
42,8,1,230,,42,174,466,294,0,0,0,0,0,0,0,0,0,0,0
42,8,5,115,324,42,27,260,100,0,0,0,0,0,0,0,0,0,0,0
42,8,6,124,,42,21,391,136,22,15,2,2432,26,32,27169,2716,26,4,0
42,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0,0
42,7,1,7,497,42,114,783,554,0,0,0,0,0,0,0,0,0,0,0
42,7,6,83,,42,35,462,143,0,0,0,0,0,0,0,0,0,0,0
43,13,3,200,646,29,98,889,593,11,1,4,1266,15,12,966,1554,15,4,1
43,11,3,200,673,29,98,889,593,18,1,5,2188,24,22,3031,2640,24,6,1
43,10,1,24,2516,42,146,460,341,23,0,2,3970,29,27,12548,4434,29,6,1
43,11,4,10,,29,98,627,569,10,0,5,925,12,12,1399,1079,12,2,1
43,10,1,103,,48,160,437,219,8,0,1,1045,10,9,2806,1209,10,2,1
43,10,3,7,7550,42,21,643,490,11,0,1,883,13,13,8893,1037,13,2,1
43,10,3,217,,29,98,889,593,0,0,0,0,0,2,124,0,0,0,1
43,8,5,115,324,42,155,141,434,0,0,0,0,0,0,0,0,0,0,0
43,9,6,201,,42,35,636,507,0,0,0,0,0,0,0,0,0,0,0
43,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0,0
43,9,1,200,,42,155,511,135,0,0,0,0,0,0,0,0,0,0,0
43,8,4,7,236,42,169,869,325,16,0,1,1151,18,19,24455,1305,18,2,0
43,8,1,67,,42,39,752,514,0,0,0,0,0,0,0,0,0,0,0
43,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0,0
43,8,6,200,,15,120,846,481,15,6,5,1528,21,21,3023,1988,21,6,0
43,7,3,7,,42,21,551,434,15,3,4,1110,15,4,244,1110,15,0,0
43,9,3,191,,42,21,107,71,29,10,11,2022,29,12,803,2022,29,0,0
43,7,5,115,324,29,98,130,90,39,9,5,4044,43,39,44173,4420,43,4,0
43,8,6,207,13089,29,98,884,587,4,3,2,408,4,7,448,408,4,0,0
43,9,6,28,19724,42,13,651,2,4,3,2,420,4,6,366,420,4,0,0
43,9,3,156,,42,21,107,71,9,5,6,750,9,8,502,750,9,0,0
43,9,3,7,,41,142,537,368,33,1,4,2756,37,37,41938,3032,37,4,0
43,9,6,141,389,42,21,210,411,83,2,3,6008,87,107,147266,6312,87,4,0
43,8,3,7,,42,13,438,328,84,13,6,7403,86,71,117282,7549,86,2,0
43,9,1,124,6744,29,98,590,583,22,3,8,2267,28,31,9811,2701,28,6,0
43,12,0,7,5653,29,98,493,314,8,0,3,803,12,12,2190,1097,12,4,0
43,8,5,118,324,29,98,527,164,25,2,6,2444,31,17,1984,2874,31,6,0
43,9,1,148,,7,125,40,580,20,4,7,1511,22,21,14430,1663,22,2,0
43,10,6,200,,42,90,427,434,23,15,9,2479,27,24,6085,2743,27,4,0
43,7,5,115,324,42,114,742,365,17,7,3,2715,23,20,20139,3187,23,6,0
43,7,1,7,497,15,98,81,364,45,3,7,4178,51,50,44810,4646,51,6,0
43,7,3,106,20592,42,21,689,419,64,5,13,6081,69,71,63457,6463,69,4,0
43,10,3,132,,42,35,346,540,0,0,0,0,0,0,0,0,0,0,0
43,9,3,165,,42,21,107,71,0,0,0,0,0,0,0,0,0,0,0
43,10,6,121,4816,42,24,632,484,0,0,0,0,0,0,0,0,0,0,0
44,10,1,24,2516,42,146,460,341,22,0,2,3444,28,24,9819,3908,28,6,1
